Month,Diet,Sex,AnimalID,Temperature,Weight,WeightScore,Integument,PhysicalMusculoskeletal,VestibulocochlearAuditory,OcularNasal,DigestiveUrogenital,Respiratory ,Discomfort
24,Fuc.,M,11-2,28.00,34.00,0.50,1.00,1.00,1.00,1.00,0.00,0.00,0.00
24,Fuc.,M,11-3,30.00,30.85,1.00,1.00,1.50,0.50,0.50,0.00,0.00,0.00
24,Fuc.,M,12-1,29.00,33.95,1.00,1.00,1.50,1.00,0.50,0.50,0.00,0.50
24,Fuc.,M,14-1,30.00,35.15,0.50,1.00,1.50,0.50,1.00,0.00,0.00,0.00
24,Fuc.,M,14-2,29.00,30.95,1.00,0.50,2.00,1.00,0.00,0.00,0.00,0.00
24,Fuc.,M,14-3,29.00,34.90,0.50,1.00,1.50,0.50,0.50,0.50,0.00,0.50
24,Fuc.,M,15-1,29.00,38.80,1.00,1.00,1.50,0.50,1.50,0.00,0.00,0.00
24,Fuc.,M,15-2,29.00,33.10,1.00,0.50,1.00,0.50,1.00,0.00,0.00,0.00
24,Fuc.,M,15-3,29.00,37.85,1.00,0.50,0.50,1.00,0.50,0.00,0.00,0.00
24,Fuc.,M,16-1,29.00,30.90,1.00,0.50,1.50,0.50,1.00,0.00,0.00,0.50
24,Fuc.,M,16-2,29.00,31.30,1.00,0.50,1.00,0.50,1.50,0.00,0.00,0.00
24,Fuc.,M,16-3,28.00,35.65,1.00,0.50,1.00,0.50,1.50,0.00,0.00,0.00
24,Fuc.,M,17-2,30.00,28.25,1.00,1.50,2.00,1.00,1.50,0.00,0.00,0.50
24,Fuc.,M,17-3,30.00,30.05,1.00,1.50,1.50,0.50,0.50,0.00,0.00,0.00
24,Fuc.,M,18-1,30.00,36.60,0.75,1.00,1.50,0.50,0.50,0.00,0.00,0.00
24,Fuc.,M,18-2,28.00,32.60,1.00,1.00,1.50,0.00,0.50,0.00,0.00,0.50
24,Fuc.,M,18-3,30.00,34.00,0.75,1.00,1.50,0.50,0.50,0.00,0.00,0.50
25,Ctrl,F,1-2,29.00,33.00,0.00,1.50,1.00,0.50,0.00,0.50,0.00,0.50
25,Ctrl,F,2-1,30.00,32.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00
25,Ctrl,F,2-4,31.00,31.80,0.25,0.50,5.00,1.00,1.50,0.50,0.00,0.00
25,Ctrl,F,9-1,28.00,32.00,0.25,2.00,0.00,0.00,3.50,1.00,0.00,0.00
25,Ctrl,F,9-2,31.00,27.50,1.00,3.50,3.00,1.00,1.50,0.00,0.00,0.50
25,Ctrl,F,9-3,30.00,35.80,1.00,2.00,1.50,1.00,0.50,0.00,0.00,0.00
25,Ctrl,F,10-1,30.00,26.00,1.00,1.00,1.50,1.00,3.50,0.50,0.00,1.00
25,Ctrl,F,10-2,30.00,28.50,1.00,1.00,4.00,1.00,4.50,1.00,0.00,0.50
25,Ctrl,F,10-3,29.00,25.00,1.00,1.00,3.00,1.00,1.00,0.50,0.00,0.00
25,Ctrl,F,13-1,30.00,28.00,1.00,1.50,1.00,0.50,1.00,0.50,0.50,0.00
25,Ctrl,F,13-3,31.00,31.00,0.75,2.00,1.50,1.00,0.00,0.50,0.00,0.00
25,Fuc.,F,19-1,32.00,30.80,1.00,1.50,1.00,0.00,0.00,0.00,0.00,0.00
25,Fuc.,F,19-2,32.00,28.90,1.00,1.50,1.00,0.50,1.00,0.50,0.00,0.00
25,Fuc.,F,19-3,32.00,35.70,1.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25,Fuc.,F,19-4,31.00,24.70,1.00,1.50,0.50,0.00,3.50,1.00,0.00,0.50
25,Fuc.,F,20-3,29.00,29.30,1.00,1.50,1.50,0.50,1.00,0.00,0.00,0.00
25,Fuc.,F,21-1,30.00,30.20,0.50,0.50,1.00,0.00,0.00,0.00,0.00,0.00
25,Fuc.,F,21-3,30.00,32.30,0.00,1.50,1.00,1.00,1.50,0.00,0.00,0.00
25,Fuc.,F,22-1,30.00,32.10,0.00,2.00,0.50,0.00,0.00,0.50,0.00,0.00
25,Fuc.,F,22-2,31.00,32.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00
25,Fuc.,F,22-4,30.00,33.80,0.50,1.50,0.00,0.00,0.00,0.50,0.00,0.00
25,Fuc.,F,23-1,30.00,29.00,1.00,1.50,0.50,0.50,0.00,0.50,0.00,0.00
25,Fuc.,F,23-2,30.00,29.50,1.00,1.50,1.00,0.50,0.50,0.00,0.00,0.00
25,Fuc.,F,24-1,31.00,37.20,1.00,1.00,1.00,0.50,0.00,0.00,0.50,0.00
25,Fuc.,F,24-2,31.00,31.80,0.00,1.50,0.00,0.50,2.00,0.00,0.00,0.00
25,Fuc.,F,24-3,31.00,26.50,1.00,0.50,1.50,0.00,1.50,0.50,0.00,0.50
25,Fuc.,F,24-4,30.00,26.60,1.00,1.00,0.50,0.50,0.00,0.00,0.00,0.00
25,Ctrl,M,3-1,29.00,27.30,1.00,1.50,3.50,0.50,0.00,0.00,0.00,0.50
25,Ctrl,M,3-2,29.00,35.30,0.50,2.00,3.00,1.00,1.00,0.00,0.00,1.00
25,Ctrl,M,3-3,29.00,34.20,0.75,2.00,4.00,0.00,0.50,0.50,0.50,1.50
25,Ctrl,M,4-1,30.00,33.90,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
25,Ctrl,M,4-2,30.00,33.00,1.00,1.00,1.50,0.50,0.00,0.00,0.00,0.00
25,Ctrl,M,4-3,30.00,31.90,1.00,1.50,1.00,1.00,2.50,0.00,0.00,0.00
25,Ctrl,M,5-2,30.00,34.20,0.75,1.00,2.50,0.50,2.00,0.00,0.00,0.50
25,Ctrl,M,6-3,30.00,34.10,0.75,1.50,1.50,1.00,0.50,0.00,0.00,0.50
25,Fuc.,M,11-1,31.00,35.70,0.25,0.50,3.00,0.00,0.00,0.00,0.00,0.00
25,Fuc.,M,11-2,29.00,31.00,1.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25,Fuc.,M,11-3,30.00,29.70,1.00,1.00,2.00,0.50,0.00,0.00,0.00,0.00
25,Fuc.,M,12-1,29.00,32.90,1.00,1.00,1.50,0.50,0.00,0.00,0.00,0.50
25,Fuc.,M,14-1,30.00,36.00,0.00,1.50,1.50,0.00,1.00,0.00,0.00,0.00
25,Fuc.,M,14-2,29.00,32.40,1.00,0.50,1.50,0.00,0.00,0.00,0.00,0.00
25,Fuc.,M,14-3,31.00,31.70,1.00,0.50,2.00,1.00,0.50,0.50,0.00,0.50
25,Fuc.,M,15-1,30.00,33.60,1.00,0.50,1.50,0.00,1.50,0.00,0.00,0.00
25,Fuc.,M,15-2,30.00,31.20,1.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00
25,Fuc.,M,15-3,30.00,40.70,1.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00
25,Fuc.,M,16-1,29.00,27.80,1.00,0.50,1.50,0.50,0.50,0.00,0.00,0.50
25,Fuc.,M,16-2,30.00,29.60,1.00,0.50,0.50,0.00,1.00,0.00,0.00,0.00
25,Fuc.,M,16-3,28.00,29.30,1.00,0.50,0.50,0.50,2.50,0.00,0.00,0.00
25,Fuc.,M,17-2,30.00,28.50,1.00,2.00,2.50,0.50,2.00,0.00,0.00,0.50
25,Fuc.,M,17-3,29.00,30.10,1.00,1.50,1.50,0.50,1.00,0.00,0.00,0.00
25,Fuc.,M,18-1,30.00,38.20,0.75,1.00,1.50,0.00,0.00,0.00,0.00,0.00
25,Fuc.,M,18-2,29.00,33.20,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.50
25,Fuc.,M,18-3,30.00,33.00,1.00,1.00,1.00,0.00,0.50,0.00,0.00,0.50
