"","Symbol","logFC_FucoVsCtrl","pval_FucoVsCtrl","padj_FucoVsCtrl","up_FucoVsCtrl","down_FucoVsCtrl","sig_FucoVsCtrl"
"Cox7c","Cox7c",-0.0458108691089862,0.847301226261448,0.999813034205243,FALSE,FALSE,"Not sig."
"Pitpna","Pitpna",-0.0538658317029254,0.783946176659171,0.999813034205243,FALSE,FALSE,"Not sig."
"Mlx","Mlx",-0.0835553695336925,0.711963825504888,0.999813034205243,FALSE,FALSE,"Not sig."
"Retreg3","Retreg3",-0.15984404664802,0.549493968793948,0.999813034205243,FALSE,FALSE,"Not sig."
"Dhx58","Dhx58",0.0855030770786429,0.718961832880565,0.999813034205243,FALSE,FALSE,"Not sig."
"Rab5a","Rab5a",-0.151748852174175,0.490681668991036,0.999813034205243,FALSE,FALSE,"Not sig."
"Hspb9","Hspb9",0.437261436826311,0.326122003506451,0.999813034205243,FALSE,FALSE,"Not sig."
"Nkiras2","Nkiras2",-0.0568334345217909,0.796349215551041,0.999813034205243,FALSE,FALSE,"Not sig."
"Ppp2r5c","Ppp2r5c",-0.196836893025044,0.219267791768576,0.999813034205243,FALSE,FALSE,"Not sig."
"Ift52","Ift52",-0.160468735653772,0.36386756045967,0.999813034205243,FALSE,FALSE,"Not sig."
"Mybl2","Mybl2",0.466983604107567,0.0850081829001254,0.999813034205243,FALSE,FALSE,"Not sig."
"Eya2","Eya2",0.760568548848941,0.136237994578815,0.999813034205243,FALSE,FALSE,"Not sig."
"B4galt5","B4galt5",-0.123569296919003,0.546389652824816,0.999813034205243,FALSE,FALSE,"Not sig."
"Ddx27","Ddx27",0.111504562180469,0.599871704987019,0.999813034205243,FALSE,FALSE,"Not sig."
"Cyth3","Cyth3",0.0349758097412846,0.894358445685947,0.999813034205243,FALSE,FALSE,"Not sig."
"Cyth4","Cyth4",-0.0989627601223113,0.617527008053051,0.999813034205243,FALSE,FALSE,"Not sig."
"Rrp7a","Rrp7a",0.0293493210568189,0.863848385623594,0.999813034205243,FALSE,FALSE,"Not sig."
"Cyb5r3","Cyb5r3",-0.269651249438139,0.342569352363203,0.999813034205243,FALSE,FALSE,"Not sig."
"Ints2","Ints2",0.205289510679775,0.555658953495219,0.999813034205243,FALSE,FALSE,"Not sig."
"Med13l","Med13l",0.0861762272499239,0.599939334923682,0.999813034205243,FALSE,FALSE,"Not sig."
"H2bc4","H2bc4",-0.272821469111303,0.432584368677837,0.999813034205243,FALSE,FALSE,"Not sig."
"Mafk","Mafk",0.340392656925948,0.0884284295977857,0.999813034205243,FALSE,FALSE,"Not sig."
"Med1","Med1",-0.0399083565928234,0.792601339423605,0.999813034205243,FALSE,FALSE,"Not sig."
"Erbb3","Erbb3",0.47876075095414,0.279348077021603,0.999813034205243,FALSE,FALSE,"Not sig."
"Stard3","Stard3",-0.240980939670288,0.249990833664515,0.999813034205243,FALSE,FALSE,"Not sig."
"Ikzf3","Ikzf3",-0.134532415057182,0.681658053240392,0.999813034205243,FALSE,FALSE,"Not sig."
"Mfng","Mfng",-0.277106504613497,0.196348821451952,0.999813034205243,FALSE,FALSE,"Not sig."
"Vmp1","Vmp1",0.158125993736947,0.482604485908649,0.999813034205243,FALSE,FALSE,"Not sig."
"Uchl5","Uchl5",-0.201319033658221,0.312168123883154,0.999813034205243,FALSE,FALSE,"Not sig."
"Glrx2","Glrx2",-0.152677922388226,0.542223955541639,0.999813034205243,FALSE,FALSE,"Not sig."
"Ro60","Ro60",-0.470485503385668,0.196562797029226,0.999813034205243,FALSE,FALSE,"Not sig."
"Stk4","Stk4",-0.250942180534335,0.186900263903586,0.999813034205243,FALSE,FALSE,"Not sig."
"Pmp22","Pmp22",-0.483233032057037,0.235430031149572,0.999813034205243,FALSE,FALSE,"Not sig."
"Zcchc10","Zcchc10",0.015964031767312,0.952450505913959,0.999813034205243,FALSE,FALSE,"Not sig."
"Psmb6","Psmb6",0.240014339418318,0.267848424859435,0.999813034205243,FALSE,FALSE,"Not sig."
"Spag7","Spag7",0.0488979157732209,0.822059532919817,0.999813034205243,FALSE,FALSE,"Not sig."
"Pfn1","Pfn1",-0.0380628836709817,0.880526751018306,0.999813034205243,FALSE,FALSE,"Not sig."
"Tomm34","Tomm34",0.219113896256908,0.212096012882599,0.999813034205243,FALSE,FALSE,"Not sig."
"Ywhab","Ywhab",-0.0648309894579923,0.755137090143154,0.999813034205243,FALSE,FALSE,"Not sig."
"Ksr1","Ksr1",0.0026403751679027,0.993520023566923,0.999813034205243,FALSE,FALSE,"Not sig."
"Gpx3","Gpx3",-0.192223223633822,0.514544524972637,0.999813034205243,FALSE,FALSE,"Not sig."
"Anxa6","Anxa6",-0.00645237242339037,0.978299009300399,0.999813034205243,FALSE,FALSE,"Not sig."
"Il12rb2","Il12rb2",0.402816749552177,0.122842743280935,0.999813034205243,FALSE,FALSE,"Not sig."
"Zkscan6","Zkscan6",-0.192617082009111,0.395287002400568,0.999813034205243,FALSE,FALSE,"Not sig."
"Kpna2","Kpna2",0.323246369783067,0.147692603586005,0.999813034205243,FALSE,FALSE,"Not sig."
"Smurf2","Smurf2",-0.191443181440866,0.326126984444836,0.999813034205243,FALSE,FALSE,"Not sig."
"Cep95","Cep95",0.0695229734506456,0.695022155094751,0.999813034205243,FALSE,FALSE,"Not sig."
"Vezf1","Vezf1",-0.116520249228042,0.571883683790915,0.999813034205243,FALSE,FALSE,"Not sig."
"Cuedc1","Cuedc1",-0.329141539633161,0.315992418246894,0.999813034205243,FALSE,FALSE,"Not sig."
"Srsf1","Srsf1",0.0142961305402662,0.934146288574012,0.999813034205243,FALSE,FALSE,"Not sig."
"Abi3","Abi3",0.136228926849177,0.684779661568744,0.999813034205243,FALSE,FALSE,"Not sig."
"Kif3a","Kif3a",-0.181797823929811,0.542070231856804,0.999813034205243,FALSE,FALSE,"Not sig."
"Septin8","Septin8",0.00310503347701635,0.991925443111864,0.999813034205243,FALSE,FALSE,"Not sig."
"Mtmr4","Mtmr4",0.0669140904801369,0.698602424936369,0.999813034205243,FALSE,FALSE,"Not sig."
"Mrm1","Mrm1",0.0483066953359434,0.834408700229596,0.999813034205243,FALSE,FALSE,"Not sig."
"Mapt","Mapt",0.313571787417004,0.520926026243789,0.999813034205243,FALSE,FALSE,"Not sig."
"Kansl1","Kansl1",0.00445142884990737,0.976016030404909,0.999813034205243,FALSE,FALSE,"Not sig."
"Gid4","Gid4",-0.369649923127543,0.0620297875179221,0.999813034205243,FALSE,FALSE,"Not sig."
"Dhx40","Dhx40",0.217401618820252,0.224505352956804,0.999813034205243,FALSE,FALSE,"Not sig."
"Ypel2","Ypel2",0.216606053048242,0.488770434128912,0.999813034205243,FALSE,FALSE,"Not sig."
"Akap1","Akap1",-0.3476224778341,0.575785248957129,0.999813034205243,FALSE,FALSE,"Not sig."
"Nol11","Nol11",0.204060741254377,0.38398250073318,0.999813034205243,FALSE,FALSE,"Not sig."
"Derl2","Derl2",-0.366194499351462,0.0478272492889841,0.999813034205243,FALSE,FALSE,"Not sig."
"C1qbp","C1qbp",0.148276885501176,0.610623566441067,0.999813034205243,FALSE,FALSE,"Not sig."
"Rpain","Rpain",-0.0171716585313144,0.936414929008132,0.999813034205243,FALSE,FALSE,"Not sig."
"Chd3","Chd3",0.0404693933110572,0.875052292407764,0.999813034205243,FALSE,FALSE,"Not sig."
"Kdm6b","Kdm6b",0.576110066125922,0.140949823645423,0.999813034205243,FALSE,FALSE,"Not sig."
"Appbp2","Appbp2",0.162166286071827,0.309919756083182,0.999813034205243,FALSE,FALSE,"Not sig."
"Adora2b","Adora2b",0.696486791836932,0.139393315859908,0.999813034205243,FALSE,FALSE,"Not sig."
"Ncor1","Ncor1",-0.0128012485935611,0.937781363896279,0.999813034205243,FALSE,FALSE,"Not sig."
"Trpv2","Trpv2",0.0887392189640524,0.621159140106597,0.999813034205243,FALSE,FALSE,"Not sig."
"Cenpv","Cenpv",0.0399568576871447,0.929294148752621,0.999813034205243,FALSE,FALSE,"Not sig."
"Pcgf2","Pcgf2",-0.190549928574008,0.633423087402763,0.999813034205243,FALSE,FALSE,"Not sig."
"Cwc25","Cwc25",0.144343135934062,0.452168032879125,0.999813034205243,FALSE,FALSE,"Not sig."
"Spmap1","Spmap1",0.61605379133878,0.33630981051014,0.999813034205243,FALSE,FALSE,"Not sig."
"Pip4k2b","Pip4k2b",-0.0582816559455627,0.754891695420646,0.999813034205243,FALSE,FALSE,"Not sig."
"Trim37","Trim37",-0.0885325722453058,0.708743520883165,0.999813034205243,FALSE,FALSE,"Not sig."
"Ctdnep1","Ctdnep1",-0.020358129128002,0.909176850506996,0.999813034205243,FALSE,FALSE,"Not sig."
"Elp5","Elp5",-0.00630051964810469,0.975269428427098,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc2a4","Slc2a4",-0.29437381665502,0.591110058832486,0.999813034205243,FALSE,FALSE,"Not sig."
"Gabarap","Gabarap",-0.019633893937524,0.955671258920589,0.999813034205243,FALSE,FALSE,"Not sig."
"Phf23","Phf23",0.526500779445353,0.124782589298103,0.999813034205243,FALSE,FALSE,"Not sig."
"Acadvl","Acadvl",0.334770563158477,0.0745648714969507,0.999813034205243,FALSE,FALSE,"Not sig."
"Dnah11","Dnah11",-0.372701865875693,0.396446553810886,0.999813034205243,FALSE,FALSE,"Not sig."
"G3bp1","G3bp1",0.228091441859896,0.126149254108854,0.999813034205243,FALSE,FALSE,"Not sig."
"Atox1","Atox1",-0.232584290751155,0.536305322994723,0.999813034205243,FALSE,FALSE,"Not sig."
"Glra4","Glra4",-0.260530366921834,0.580048049231792,0.999813034205243,FALSE,FALSE,"Not sig."
"Mief2","Mief2",0.142426845232064,0.539611513143472,0.999813034205243,FALSE,FALSE,"Not sig."
"Dusp14","Dusp14",-0.182581701100041,0.608352126683142,0.999813034205243,FALSE,FALSE,"Not sig."
"Tada2a","Tada2a",0.135792313419401,0.681741795541959,0.999813034205243,FALSE,FALSE,"Not sig."
"Ikzf1","Ikzf1",-0.00944924574214924,0.956959870260701,0.999813034205243,FALSE,FALSE,"Not sig."
"Pnpo","Pnpo",0.0740975236481345,0.872587359140342,0.999813034205243,FALSE,FALSE,"Not sig."
"Cog1","Cog1",0.0681759567734943,0.63865323001158,0.999813034205243,FALSE,FALSE,"Not sig."
"Cbx1","Cbx1",-0.17159394533944,0.385619342751441,0.999813034205243,FALSE,FALSE,"Not sig."
"Cdk5rap3","Cdk5rap3",-0.132304686959708,0.6128988877467,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc25a39","Slc25a39",0.200906706887816,0.652816059547771,0.999813034205243,FALSE,FALSE,"Not sig."
"Sp2","Sp2",-0.169677211806843,0.455848778115703,0.999813034205243,FALSE,FALSE,"Not sig."
"Aatf","Aatf",0.07046864408442,0.780260413260379,0.999813034205243,FALSE,FALSE,"Not sig."
"Dync1h1","Dync1h1",0.0739269821646153,0.664395056570157,0.999813034205243,FALSE,FALSE,"Not sig."
"Cpsf4l","Cpsf4l",-0.36770125082462,0.334001986896891,0.999813034205243,FALSE,FALSE,"Not sig."
"Pex12","Pex12",-0.0170259383412258,0.943880102672461,0.999813034205243,FALSE,FALSE,"Not sig."
"Ndel1","Ndel1",-0.142465751720406,0.61704048957033,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc25a35","Slc25a35",-0.259552669722139,0.516536175004147,0.999813034205243,FALSE,FALSE,"Not sig."
"Zbtb4","Zbtb4",-0.320497619600852,0.310920734661754,0.999813034205243,FALSE,FALSE,"Not sig."
"Tnfsfm13","Tnfsfm13",-0.0590536131544375,0.870150017887334,0.999813034205243,FALSE,FALSE,"Not sig."
"Mpdu1","Mpdu1",0.137895225007111,0.573736604572745,0.999813034205243,FALSE,FALSE,"Not sig."
"Fxr2","Fxr2",0.00373049755551891,0.984536187463995,0.999813034205243,FALSE,FALSE,"Not sig."
"Atp5mc3","Atp5mc3",-0.0474980147996539,0.833089675217058,0.999813034205243,FALSE,FALSE,"Not sig."
"Cd68","Cd68",0.367487904119569,0.148191678458023,0.999813034205243,FALSE,FALSE,"Not sig."
"Acsl1","Acsl1",0.117002896908117,0.787240690334763,0.999813034205243,FALSE,FALSE,"Not sig."
"Abca5","Abca5",0.186394356843803,0.655740569571522,0.999813034205243,FALSE,FALSE,"Not sig."
"Smyd4","Smyd4",-0.1523899747997,0.415832684190917,0.999813034205243,FALSE,FALSE,"Not sig."
"Lsp1","Lsp1",0.153015635665594,0.431982894898532,0.999813034205243,FALSE,FALSE,"Not sig."
"Zfyve27","Zfyve27",-0.32831297509117,0.152112835267252,0.999813034205243,FALSE,FALSE,"Not sig."
"Avpi1","Avpi1",0.552698634103674,0.118363068076112,0.999813034205243,FALSE,FALSE,"Not sig."
"Rad51d","Rad51d",-0.349590904934105,0.120120719367825,0.999813034205243,FALSE,FALSE,"Not sig."
"Pank3","Pank3",-0.125918943837474,0.539688646495134,0.999813034205243,FALSE,FALSE,"Not sig."
"Rars1","Rars1",0.151400947585324,0.370017707279285,0.999813034205243,FALSE,FALSE,"Not sig."
"Mrpl58","Mrpl58",-0.225149549454992,0.432957137231694,0.999813034205243,FALSE,FALSE,"Not sig."
"Fdxr","Fdxr",-0.0326925267982327,0.919286953742083,0.999813034205243,FALSE,FALSE,"Not sig."
"Mrpl45","Mrpl45",0.195107363983095,0.508426207729971,0.999813034205243,FALSE,FALSE,"Not sig."
"Irf1","Irf1",0.785407357456155,0.0303416464002059,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc22a5","Slc22a5",0.143596365223453,0.61685605513809,0.999813034205243,FALSE,FALSE,"Not sig."
"Arrb1","Arrb1",-0.368949224891281,0.219466439205136,0.999813034205243,FALSE,FALSE,"Not sig."
"Cxcl16","Cxcl16",0.502585484089419,0.152947086782042,0.999813034205243,FALSE,FALSE,"Not sig."
"Pelp1","Pelp1",-0.0917239397223511,0.730520673959109,0.999813034205243,FALSE,FALSE,"Not sig."
"Med11","Med11",0.198521819772196,0.316491627441537,0.999813034205243,FALSE,FALSE,"Not sig."
"Alox15","Alox15",-0.468404234607597,0.472419590129468,0.999813034205243,FALSE,FALSE,"Not sig."
"Heatr9","Heatr9",-0.908333936777409,0.0200042937676013,0.999813034205243,FALSE,FALSE,"Not sig."
"Ccl6","Ccl6",0.0651255887277242,0.828723431386185,0.999813034205243,FALSE,FALSE,"Not sig."
"Ccl4","Ccl4",0.838759510261131,0.0571418813682836,0.999813034205243,FALSE,FALSE,"Not sig."
"Natd1","Natd1",-0.278144011046928,0.246073608227983,0.999813034205243,FALSE,FALSE,"Not sig."
"Map2k3","Map2k3",0.0144069787341508,0.963161280404387,0.999813034205243,FALSE,FALSE,"Not sig."
"Ywhah","Ywhah",-0.387790740448394,0.267045740972295,0.999813034205243,FALSE,FALSE,"Not sig."
"Sart3","Sart3",0.0659040303414281,0.759041716096578,0.999813034205243,FALSE,FALSE,"Not sig."
"E2f2","E2f2",0.021364333091772,0.955936138559944,0.999813034205243,FALSE,FALSE,"Not sig."
"Slfn3","Slfn3",0.307267794598931,0.436242406430977,0.999813034205243,FALSE,FALSE,"Not sig."
"Nars2","Nars2",-0.0812777771516953,0.712777739944346,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc35b4","Slc35b4",-0.171940597101048,0.375078899264253,0.999813034205243,FALSE,FALSE,"Not sig."
"Dnah1","Dnah1",0.687809214799272,0.0485672039739289,0.999813034205243,FALSE,FALSE,"Not sig."
"Dalrd3","Dalrd3",-0.0809471191553555,0.651995120264953,0.999813034205243,FALSE,FALSE,"Not sig."
"Fis1","Fis1",0.177655718324627,0.639520636150996,0.999813034205243,FALSE,FALSE,"Not sig."
"Plod1","Plod1",-0.0741734670215056,0.820894552303201,0.999813034205243,FALSE,FALSE,"Not sig."
"Rab3d","Rab3d",-0.224932750383411,0.484848503842797,0.999813034205243,FALSE,FALSE,"Not sig."
"Mfsd3","Mfsd3",-0.152022097581932,0.686959164539775,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc25a22","Slc25a22",0.0518582263288893,0.818406021265179,0.999813034205243,FALSE,FALSE,"Not sig."
"Atp6ap1","Atp6ap1",-0.119615167086192,0.620117473059568,0.999813034205243,FALSE,FALSE,"Not sig."
"Dnase1l1","Dnase1l1",-0.232523454914113,0.39159504157793,0.999813034205243,FALSE,FALSE,"Not sig."
"Ccl9","Ccl9",0.199163047641066,0.596608749061391,0.999813034205243,FALSE,FALSE,"Not sig."
"BC005537","BC005537",-0.0430388668041968,0.844097855395613,0.999813034205243,FALSE,FALSE,"Not sig."
"Isyna1","Isyna1",0.0541069603749027,0.81690360347616,0.999813034205243,FALSE,FALSE,"Not sig."
"Hars2","Hars2",0.00598303966298991,0.974562836935094,0.999813034205243,FALSE,FALSE,"Not sig."
"Tmem160","Tmem160",-0.0842626805374312,0.790475065920363,0.999813034205243,FALSE,FALSE,"Not sig."
"Rab5c","Rab5c",-0.0694215579781321,0.820444775748835,0.999813034205243,FALSE,FALSE,"Not sig."
"Mdh2","Mdh2",-0.0444830312987693,0.830260221318552,0.999813034205243,FALSE,FALSE,"Not sig."
"H13","H13",-0.122252723002138,0.482097886635686,0.999813034205243,FALSE,FALSE,"Not sig."
"Rnf145","Rnf145",-0.196112753679147,0.233199248716604,0.999813034205243,FALSE,FALSE,"Not sig."
"Scn1b","Scn1b",0.527548302110837,0.377456908851669,0.999813034205243,FALSE,FALSE,"Not sig."
"Atp6v1e1","Atp6v1e1",0.177797109545212,0.281648312425418,0.999813034205243,FALSE,FALSE,"Not sig."
"Chtf18","Chtf18",0.115290458147146,0.787219733677225,0.999813034205243,FALSE,FALSE,"Not sig."
"Rps6kl1","Rps6kl1",0.0674508165588383,0.81371006051769,0.999813034205243,FALSE,FALSE,"Not sig."
"Ppp1r12c","Ppp1r12c",-0.00327869074502409,0.986807205915395,0.999813034205243,FALSE,FALSE,"Not sig."
"Ahr","Ahr",-0.0810603684997898,0.75826121835576,0.999813034205243,FALSE,FALSE,"Not sig."
"Map1s","Map1s",-0.111559628063429,0.619499629538654,0.999813034205243,FALSE,FALSE,"Not sig."
"Tmem129","Tmem129",-0.0271170654637703,0.923165553164112,0.999813034205243,FALSE,FALSE,"Not sig."
"Nop9","Nop9",-0.231132694654737,0.188686929071874,0.999813034205243,FALSE,FALSE,"Not sig."
"Atp6v0a1","Atp6v0a1",-0.231348204326774,0.266632367586584,0.999813034205243,FALSE,FALSE,"Not sig."
"Psmc3ip","Psmc3ip",0.328337867239966,0.270581688450125,0.999813034205243,FALSE,FALSE,"Not sig."
"Grb7","Grb7",0.297359496080888,0.533186695292773,0.999813034205243,FALSE,FALSE,"Not sig."
"Noxo1","Noxo1",-0.147677054466481,0.649388712698573,0.999813034205243,FALSE,FALSE,"Not sig."
"Zfp687","Zfp687",0.108257593511986,0.551288473668377,0.999813034205243,FALSE,FALSE,"Not sig."
"D8Ertd738e","D8Ertd738e",-0.0267760630812322,0.888461289253974,0.999813034205243,FALSE,FALSE,"Not sig."
"Calm3","Calm3",-0.191771942547015,0.513582724120347,0.999813034205243,FALSE,FALSE,"Not sig."
"Cops3","Cops3",0.297895310534551,0.216650790915631,0.999813034205243,FALSE,FALSE,"Not sig."
"Fkbp8","Fkbp8",-0.0799795309442387,0.724385870351843,0.999813034205243,FALSE,FALSE,"Not sig."
"Ffar3","Ffar3",-0.39781502081621,0.541533053554301,0.999813034205243,FALSE,FALSE,"Not sig."
"Ddx39b","Ddx39b",0.0556758098850956,0.796197016131931,0.999813034205243,FALSE,FALSE,"Not sig."
"Gipc1","Gipc1",-0.216582303924845,0.50376394691697,0.999813034205243,FALSE,FALSE,"Not sig."
"Tlcd1","Tlcd1",0.142369687883274,0.635775939746302,0.999813034205243,FALSE,FALSE,"Not sig."
"Plscr3","Plscr3",-0.181010157877411,0.54328335199214,0.999813034205243,FALSE,FALSE,"Not sig."
"Ptger1","Ptger1",0.00985273565856815,0.956233123566926,0.999813034205243,FALSE,FALSE,"Not sig."
"Arhgef25","Arhgef25",0.299051857786846,0.749884537179678,0.999813034205243,FALSE,FALSE,"Not sig."
"Xab2","Xab2",0.0463497349632293,0.806804958051333,0.999813034205243,FALSE,FALSE,"Not sig."
"Cdc37","Cdc37",0.0267300314980364,0.867828686019724,0.999813034205243,FALSE,FALSE,"Not sig."
"Rab4a","Rab4a",-0.253119131414837,0.516522232953783,0.999813034205243,FALSE,FALSE,"Not sig."
"Trip10","Trip10",0.38284093048928,0.302403529287507,0.999813034205243,FALSE,FALSE,"Not sig."
"Cops6","Cops6",-0.103898409588222,0.692422984692267,0.999813034205243,FALSE,FALSE,"Not sig."
"Ubb","Ubb",0.157875224143966,0.726069784067146,0.999813034205243,FALSE,FALSE,"Not sig."
"Ap4m1","Ap4m1",0.0949508717248586,0.587189935805776,0.999813034205243,FALSE,FALSE,"Not sig."
"Gyg1","Gyg1",-0.0676943068722942,0.830548003228891,0.999813034205243,FALSE,FALSE,"Not sig."
"Rcn3","Rcn3",-0.00348838391901101,0.995149879087655,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc6a8","Slc6a8",-0.0174127334245289,0.951102131062308,0.999813034205243,FALSE,FALSE,"Not sig."
"Arid3a","Arid3a",0.0219633666200852,0.934055397752211,0.999813034205243,FALSE,FALSE,"Not sig."
"Ubxn6","Ubxn6",-0.228441468393399,0.323680514077154,0.999813034205243,FALSE,FALSE,"Not sig."
"Mydgf","Mydgf",0.089381201365994,0.747487393717865,0.999813034205243,FALSE,FALSE,"Not sig."
"Ccdc12","Ccdc12",-0.208297966342411,0.296311407544063,0.999813034205243,FALSE,FALSE,"Not sig."
"Fmc1","Fmc1",0.335441245690351,0.293012124684652,0.999813034205243,FALSE,FALSE,"Not sig."
"Akt3","Akt3",-0.402704389671399,0.136512568394993,0.999813034205243,FALSE,FALSE,"Not sig."
"Mrpl24","Mrpl24",-0.289537435084313,0.239649919213955,0.999813034205243,FALSE,FALSE,"Not sig."
"Gle1","Gle1",-0.180515658867307,0.208701048968775,0.999813034205243,FALSE,FALSE,"Not sig."
"Lyst","Lyst",0.0414990273457969,0.846720835228595,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc35e1","Slc35e1",0.0398044535683782,0.80782957007687,0.999813034205243,FALSE,FALSE,"Not sig."
"Tmc4","Tmc4",0.0633893795604877,0.82211210941999,0.999813034205243,FALSE,FALSE,"Not sig."
"Polr2i","Polr2i",0.289422996104405,0.261007309305701,0.999813034205243,FALSE,FALSE,"Not sig."
"Rmnd1","Rmnd1",0.173957082838001,0.380747537582908,0.999813034205243,FALSE,FALSE,"Not sig."
"Esr1","Esr1",0.674249939529791,0.00340890860624868,0.999813034205243,FALSE,FALSE,"Not sig."
"Fbxo5","Fbxo5",-0.254452660360514,0.436097798685588,0.999813034205243,FALSE,FALSE,"Not sig."
"Mtrf1l","Mtrf1l",-0.262241516576469,0.326960860292917,0.999813034205243,FALSE,FALSE,"Not sig."
"Hdac2","Hdac2",0.051627935513142,0.791929765174788,0.999813034205243,FALSE,FALSE,"Not sig."
"Rwdd1","Rwdd1",0.267777087034591,0.155812698647111,0.999813034205243,FALSE,FALSE,"Not sig."
"Stxbp5","Stxbp5",-0.244481473515986,0.237756777941501,0.999813034205243,FALSE,FALSE,"Not sig."
"Hint3","Hint3",0.593006635138461,0.0284738819160113,0.999813034205243,FALSE,FALSE,"Not sig."
"Trmt11","Trmt11",0.114419475593893,0.606706652830482,0.999813034205243,FALSE,FALSE,"Not sig."
"Katna1","Katna1",0.0821347187340381,0.684529220148614,0.999813034205243,FALSE,FALSE,"Not sig."
"Pcmt1","Pcmt1",-0.310524876398432,0.336753966480337,0.999813034205243,FALSE,FALSE,"Not sig."
"Lrp11","Lrp11",0.282801669773857,0.60657284038855,0.999813034205243,FALSE,FALSE,"Not sig."
"Mtres1","Mtres1",-0.0964846448756769,0.770982194747693,0.999813034205243,FALSE,FALSE,"Not sig."
"Sec63","Sec63",-0.102488610393722,0.508325606822283,0.999813034205243,FALSE,FALSE,"Not sig."
"Snx3","Snx3",-0.00546849264302859,0.988079871972542,0.999813034205243,FALSE,FALSE,"Not sig."
"Aig1","Aig1",0.0189264451159087,0.914577617669421,0.999813034205243,FALSE,FALSE,"Not sig."
"Adat2","Adat2",0.282557388918324,0.529166660737972,0.999813034205243,FALSE,FALSE,"Not sig."
"Pex3","Pex3",-0.201223602633387,0.441280761245222,0.999813034205243,FALSE,FALSE,"Not sig."
"Fuca2","Fuca2",0.0302366770665349,0.889971401700551,0.999813034205243,FALSE,FALSE,"Not sig."
"Cep57l1","Cep57l1",0.0911589582316312,0.759101257550034,0.999813034205243,FALSE,FALSE,"Not sig."
"Ltv1","Ltv1",0.0477903646192175,0.815097606320632,0.999813034205243,FALSE,FALSE,"Not sig."
"Cd164","Cd164",-0.285494672178032,0.264206814771567,0.999813034205243,FALSE,FALSE,"Not sig."
"Utrn","Utrn",0.0369768352859978,0.866142561800172,0.999813034205243,FALSE,FALSE,"Not sig."
"Smpd2","Smpd2",-0.02448980894425,0.910610100776362,0.999813034205243,FALSE,FALSE,"Not sig."
"Mical1","Mical1",-0.0725842038565827,0.712061706789151,0.999813034205243,FALSE,FALSE,"Not sig."
"Zbtb24","Zbtb24",-0.313480736832801,0.266779314208307,0.999813034205243,FALSE,FALSE,"Not sig."
"Rab32","Rab32",0.251230817523866,0.532686427085314,0.999813034205243,FALSE,FALSE,"Not sig."
"Gtf3c6","Gtf3c6",-0.00644874903966553,0.972591516606077,0.999813034205243,FALSE,FALSE,"Not sig."
"Slc16a10","Slc16a10",-0.0821343124078376,0.846792812599444,0.999813034205243,FALSE,FALSE,"Not sig."
"Rev3l","Rev3l",0.0372945041574686,0.857778524624068,0.999813034205243,FALSE,FALSE,"Not sig."
"Traf3ip2","Traf3ip2",-0.219813536648677,0.272703961143466,0.999813034205243,FALSE,FALSE,"Not sig."
"Fyn","Fyn",-0.207767537164353,0.35082044036201,0.999813034205243,FALSE,FALSE,"Not sig."
"Prep","Prep",-0.0654005881848386,0.723098315861081,0.999813034205243,FALSE,FALSE,"Not sig."
"Tnfaip3","Tnfaip3",0.698164396710525,0.0971897507028564,0.999813034205243,FALSE,FALSE,"Not sig."
"Reps1","Reps1",0.0592789973150144,0.725032941854265,0.999813034205243,FALSE,FALSE,"Not sig."
"Fam184a","Fam184a",-0.778090588019602,0.0175962390155191,0.999813034205243,FALSE,FALSE,"Not sig."
"Asf1a","Asf1a",0.0752878697965399,0.737656968630404,0.999813034205243,FALSE,FALSE,"Not sig."
"Gopc","Gopc",-0.187311530369161,0.376221786775957,0.999813034205243,FALSE,FALSE,"Not sig."
"Qrsl1","Qrsl1",0.312339553783705,0.338043799914021,0.999813034205243,FALSE,FALSE,"Not sig."
"Rtn4ip1","Rtn4ip1",-0.195597678973158,0.438890210019357,0.999813034205243,FALSE,FALSE,"Not sig."
"Crybg1","Crybg1",0.0808810375124527,0.639892420705659,0.999813034205243,FALSE,FALSE,"Not sig."
"Vta1","Vta1",0.0654940665534616,0.756318918333776,0.999813034205243,FALSE,FALSE,"Not sig."
"Smpdl3a","Smpdl3a",0.202122340163716,0.57624050712302,0.999813034205243,FALSE,FALSE,"Not sig."
"Reep3","Reep3",-0.221540216169671,0.223472249119144,0.999813034205243,FALSE,FALSE,"Not sig."
"Pkib","Pkib",-0.333308185128076,0.434654927355132,0.999813034205243,FALSE,FALSE,"Not sig."
"Serinc1","Serinc1",-0.207702498846068,0.65692408366727,0.999813034205243,FALSE,FALSE,"Not sig."
"Hsf2","Hsf2",0.0350504815852187,0.884909284943381,0.999813034205243,FALSE,FALSE,"Not sig."
"Echdc1","Echdc1",-0.0594598721476334,0.807140073199116,0.999813034205243,FALSE,FALSE,"Not sig."
