"","Symbol","logFC_FucoVsCtrl","pval_FucoVsCtrl","padj_FucoVsCtrl","up_FucoVsCtrl","down_FucoVsCtrl","sig_FucoVsCtrl"
"Tpgs2","Tpgs2",0.321086536245398,0.28804894741115,0.432953196917298,FALSE,FALSE,"Not sig."
"Slc39a6","Slc39a6",-0.688576822661685,0.00132344405983098,0.00879857594074597,FALSE,TRUE,"Down"
"Elp2","Elp2",0.508891612687516,0.00220736450908725,0.013253692451931,TRUE,FALSE,"Up"
"2700062C07Rik","2700062C07Rik",-0.0482160942313936,0.897375545712431,0.933606841580608,FALSE,FALSE,"Not sig."
"Zfp397","Zfp397",0.43746886703412,0.119569837900388,0.235332794198865,FALSE,FALSE,"Not sig."
"Mapre2","Mapre2",-1.10269563955177,1.4376251121125e-06,3.57242723403956e-05,FALSE,TRUE,"Down"
"Wac","Wac",-0.135522302317245,0.412418313016224,0.553322785381456,FALSE,FALSE,"Not sig."
"Ccny","Ccny",-0.486155551482265,0.0143285266718622,0.054094067751263,FALSE,FALSE,"Not sig."
"Thoc1","Thoc1",0.520959837282273,0.00598438021158255,0.0284677737964933,TRUE,FALSE,"Up"
"Rock1","Rock1",-0.344531035203698,0.0428884011591437,0.117717967223555,FALSE,FALSE,"Not sig."
"Esco1","Esco1",-0.149213435036303,0.300848968243952,0.446576023479224,FALSE,FALSE,"Not sig."
"Mib1","Mib1",-0.305685532932819,0.119929691140658,0.235782186138825,FALSE,FALSE,"Not sig."
"Zfp871","Zfp871",0.44380923863588,0.00754876908724573,0.0340998931878498,TRUE,FALSE,"Up"
"Adamts10","Adamts10",0.458519863307293,0.0442388519623343,0.120007209960081,FALSE,FALSE,"Not sig."
"Myo1f","Myo1f",0.179597879575225,0.520989712550631,0.649374245410992,FALSE,FALSE,"Not sig."
"Kifc5b","Kifc5b",0.00117105927936362,0.996428599275081,0.997545388899518,FALSE,FALSE,"Not sig."
"Dtna","Dtna",-1.14673651154402,0.00010897640480032,0.00112038367411634,FALSE,TRUE,"Down"
"Tapbp","Tapbp",-0.422466410295822,0.00724283216017094,0.0330871134976284,FALSE,TRUE,"Down"
"Pfdn6","Pfdn6",-0.0734230125803638,0.778968528383582,0.854252386114903,FALSE,FALSE,"Not sig."
"Wdr46","Wdr46",0.283516539566021,0.27731207295006,0.421408234857145,FALSE,FALSE,"Not sig."
"Rnf138","Rnf138",-0.181612788350124,0.432992240964636,0.571659088044737,FALSE,FALSE,"Not sig."
"Vps52","Vps52",0.208795057938128,0.183778605410875,0.316834416719477,FALSE,FALSE,"Not sig."
"Ring1","Ring1",0.239847532428788,0.377545014687509,0.520966523080519,FALSE,FALSE,"Not sig."
"Slc39a7","Slc39a7",0.140861328583458,0.429607968713259,0.568446899977086,FALSE,FALSE,"Not sig."
"Col11a2","Col11a2",0.189776735117572,0.61513056734888,0.726041524610713,FALSE,FALSE,"Not sig."
"H2-Oa","H2-Oa",0.366384811060174,0.413678622091919,0.554598528245366,FALSE,FALSE,"Not sig."
"Brd2","Brd2",0.8446507211354,0.0268552550897475,0.084420490010331,FALSE,FALSE,"Not sig."
"Psmb8","Psmb8",0.0428113499633605,0.82512289528833,0.887044222819606,FALSE,FALSE,"Not sig."
"Tap2","Tap2",0.228182606946766,0.331934335822515,0.478127178631398,FALSE,FALSE,"Not sig."
"Btnl2","Btnl2",0.850198540640813,0.00994069924507395,0.0417210149921181,TRUE,FALSE,"Up"
"Pfdn1","Pfdn1",0.361230843941277,0.112077666261044,0.224685163993939,FALSE,FALSE,"Not sig."
"Psd2","Psd2",-0.491692225775382,0.0837513457124852,0.184385199534382,FALSE,FALSE,"Not sig."
"Sting1","Sting1",0.160552018903214,0.39047751186604,0.532731980642037,FALSE,FALSE,"Not sig."
"Dnajc18","Dnajc18",0.477654923234167,0.0351810211986439,0.102344232314435,FALSE,FALSE,"Not sig."
"Spata24","Spata24",0.284394030711065,0.523185997547625,0.65117920757504,FALSE,FALSE,"Not sig."
"Mzb1","Mzb1",0.558085757701692,0.205054989153877,0.341685706930289,FALSE,FALSE,"Not sig."
"Slc23a1","Slc23a1",0.387784462644846,0.186229913150033,0.31957378728725,FALSE,FALSE,"Not sig."
"Sil1","Sil1",0.388342424675024,0.0330569578193439,0.0980226284676151,FALSE,FALSE,"Not sig."
"Hspa9","Hspa9",0.275889967691649,0.0881417634855687,0.190541083545289,FALSE,FALSE,"Not sig."
"Etf1","Etf1",0.0453608319846012,0.842514112308324,0.898276091364245,FALSE,FALSE,"Not sig."
"Nelfe","Nelfe",0.171804952743143,0.410436889317359,0.551335102124121,FALSE,FALSE,"Not sig."
"Cdc23","Cdc23",0.393565376279091,0.043474329715947,0.118555650968823,FALSE,FALSE,"Not sig."
"C2","C2",0.669633568973004,0.256284215895316,0.398968054296353,FALSE,FALSE,"Not sig."
"Epb41l4a","Epb41l4a",1.39621093730764,0.0026746497710741,0.0154247150630555,TRUE,FALSE,"Up"
"Stard4","Stard4",-0.266355843760292,0.161386914714744,0.288990352847507,FALSE,FALSE,"Not sig."
"Bin1","Bin1",-0.572907716489105,0.00123224003448061,0.00828691328654728,FALSE,TRUE,"Down"
"Ercc3","Ercc3",0.287376943335337,0.0757251094003282,0.172745754929053,FALSE,FALSE,"Not sig."
"Map3k2","Map3k2",0.512628508759369,0.00171020511398272,0.0107846050127483,TRUE,FALSE,"Up"
"Iws1","Iws1",0.457219148818053,0.00437297638507092,0.0223347499618457,TRUE,FALSE,"Up"
"Csnk2b","Csnk2b",-0.561212306216267,0.00182390066452722,0.0113307571480951,FALSE,TRUE,"Down"
"Apom","Apom",0.595992033056897,0.124812170959848,0.242343792878716,FALSE,FALSE,"Not sig."
"Bag6","Bag6",-0.42570606340578,0.0264137811684206,0.083577039809004,FALSE,FALSE,"Not sig."
"Prrc2a","Prrc2a",0.451237287336498,0.0264537158259305,0.083682298941165,FALSE,FALSE,"Not sig."
"Aif1","Aif1",0.13821321123559,0.732004931428536,0.818363377817361,FALSE,FALSE,"Not sig."
"Ltb","Ltb",0.20630695186682,0.52154593541131,0.649837680896399,FALSE,FALSE,"Not sig."
"Wdr33","Wdr33",0.32844787359109,0.0211893904310887,0.0714032385928388,FALSE,FALSE,"Not sig."
"Tnf","Tnf",1.27122756594824,0.000995141246312885,0.00694164952750439,TRUE,FALSE,"Up"
"Lta","Lta",0.53281933689358,0.341051823262877,0.486374088987997,FALSE,FALSE,"Not sig."
"Atp6v1g2","Atp6v1g2",0.92099182291143,0.0538464728148833,0.136831316217891,FALSE,FALSE,"Not sig."
"Riok3","Riok3",-1.89174863066093,5.87680525063995e-07,1.81467560626306e-05,FALSE,TRUE,"Down"
"Rmc1","Rmc1",-1.09119614606564,0.000205341723666429,0.00189194808391338,FALSE,TRUE,"Down"
"Npc1","Npc1",0.119492871026095,0.408690133679179,0.549694800379423,FALSE,FALSE,"Not sig."
"Mrpl27","Mrpl27",-0.208217155039549,0.491561620259597,0.624136724881791,FALSE,FALSE,"Not sig."
"Zfp521","Zfp521",-1.24609232529815,0.00209579051481016,0.0127176378966889,FALSE,TRUE,"Down"
"Dhx16","Dhx16",0.385332352157441,0.144769337199905,0.267840074137852,FALSE,FALSE,"Not sig."
"Impact","Impact",0.798284944126957,4.13117217061286e-06,7.9634530827989e-05,TRUE,FALSE,"Up"
"Ttc39c","Ttc39c",0.0325257708127699,0.914503794337712,0.944360385449716,FALSE,FALSE,"Not sig."
"Ndfip1","Ndfip1",-0.704823525003992,8.78069900391204e-05,0.000941786254701642,FALSE,TRUE,"Down"
"Atat1","Atat1",0.54949643320289,0.0166848570429018,0.0603048015643362,FALSE,FALSE,"Not sig."
"Gnl1","Gnl1",0.0842894764348268,0.668065213745253,0.769252605897643,FALSE,FALSE,"Not sig."
"Cabyr","Cabyr",0.164301099127575,0.731677274716236,0.818363377817361,FALSE,FALSE,"Not sig."
"Nr3c1","Nr3c1",0.510200736812458,0.00139115919775434,0.00914580143182126,TRUE,FALSE,"Up"
"Mrps18b","Mrps18b",0.377281363921593,0.11796123538292,0.23315412550327,FALSE,FALSE,"Not sig."
"Dele1","Dele1",0.259335753069024,0.212773667725932,0.350590435437594,FALSE,FALSE,"Not sig."
"Rpp21","Rpp21",0.375471772968227,0.142700121644166,0.265221147481904,FALSE,FALSE,"Not sig."
"Arap3","Arap3",-0.124597361870927,0.682260039572535,0.780939051343952,FALSE,FALSE,"Not sig."
"Hdac3","Hdac3",0.264209145620704,0.089655813299115,0.192696739612885,FALSE,FALSE,"Not sig."
"Diaph1","Diaph1",-0.202093480331966,0.272713552323473,0.416396865524247,FALSE,FALSE,"Not sig."
"Trim26","Trim26",-0.00579942294480595,0.968260548512952,0.980290570656639,FALSE,FALSE,"Not sig."
"Gabbr1","Gabbr1",0.416251515246792,0.0726877122435985,0.168184104449511,FALSE,FALSE,"Not sig."
"Dcp2","Dcp2",0.181135841599701,0.279119969029222,0.423322598659952,FALSE,FALSE,"Not sig."
"Ik","Ik",0.237856627807685,0.141535415486459,0.26376623056746,FALSE,FALSE,"Not sig."
"Pggt1b","Pggt1b",-0.274176192453544,0.102469852471359,0.210922122555873,FALSE,FALSE,"Not sig."
"Ap3s1","Ap3s1",-1.37800644269108,9.6220277319947e-07,2.64216249472213e-05,FALSE,TRUE,"Down"
"Ankhd1","Ankhd1",0.334950638589156,0.0305088462085495,0.0928134572293547,FALSE,FALSE,"Not sig."
"Yipf5","Yipf5",-0.0916393474000052,0.680149569630824,0.779114281086007,FALSE,FALSE,"Not sig."
"Rbm27","Rbm27",-0.0198326010759214,0.878708712415458,0.921751703761731,FALSE,FALSE,"Not sig."
"Lars1","Lars1",0.364804860921792,0.0284674720297512,0.0880765055476695,FALSE,FALSE,"Not sig."
"Tcerg1","Tcerg1",0.234263970669588,0.0900398241252633,0.19314214418667,FALSE,FALSE,"Not sig."
"Dtwd2","Dtwd2",-0.352170507697352,0.172530330054906,0.302766481870929,FALSE,FALSE,"Not sig."
"Hsd17b4","Hsd17b4",-0.118985921887964,0.433795280121438,0.57217752472608,FALSE,FALSE,"Not sig."
"Rab27b","Rab27b",-1.2299155827613,0.000101002032542942,0.00105976129296102,FALSE,TRUE,"Down"
"Mbd2","Mbd2",-0.590944051669234,0.00139129292639627,0.00914580143182126,FALSE,TRUE,"Down"
"Smad4","Smad4",0.00508038062714058,0.971039639660426,0.98175768917972,FALSE,FALSE,"Not sig."
"Sec11c","Sec11c",-0.56206869118039,0.00347389680007969,0.0188596063656922,FALSE,TRUE,"Down"
"Pmaip1","Pmaip1",0.909724704245414,7.35362676849391e-07,2.14108265238585e-05,TRUE,FALSE,"Up"
"Gnal","Gnal",0.352359030969806,0.0677221989625206,0.160099453481966,FALSE,FALSE,"Not sig."
"Impa2","Impa2",0.0562765688494234,0.826616924419168,0.887881416442675,FALSE,FALSE,"Not sig."
"Afg3l2","Afg3l2",-0.28387494662928,0.0554442955596978,0.139488866274789,FALSE,FALSE,"Not sig."
"Srfbp1","Srfbp1",0.503315484939325,0.037765889595591,0.107685559767115,FALSE,FALSE,"Not sig."
"Spire1","Spire1",-2.11114168198358,5.43072268270608e-08,3.04241691719994e-06,FALSE,TRUE,"Down"
"Psmg2","Psmg2",0.509222973574002,0.0532418911589902,0.135643185789687,FALSE,FALSE,"Not sig."
"Ptpn2","Ptpn2",0.388545465234432,0.0198443361112217,0.0682278268543642,FALSE,FALSE,"Not sig."
"Cep192","Cep192",0.252735701385436,0.0965386691412692,0.202518181052121,FALSE,FALSE,"Not sig."
"Ldlrad4","Ldlrad4",0.599942183421655,0.00175542055980233,0.0110033829195602,TRUE,FALSE,"Up"
"Setbp1","Setbp1",0.515667677711733,0.0186149565728947,0.065171204412529,FALSE,FALSE,"Not sig."
"Slc14a2","Slc14a2",-1.53279029058931,5.34469034794266e-06,9.77704361171026e-05,FALSE,TRUE,"Down"
"Me2","Me2",0.398344238132578,0.00766670410920873,0.0344219927965869,TRUE,FALSE,"Up"
"Cxxc1","Cxxc1",0.325361083150592,0.128412998839093,0.247035387765708,FALSE,FALSE,"Not sig."
"Mbd1","Mbd1",0.394592966876447,0.0203898034260136,0.069492570123043,FALSE,FALSE,"Not sig."
"Smad2","Smad2",0.145938298709998,0.243963667681938,0.385769107309033,FALSE,FALSE,"Not sig."
"Atp9b","Atp9b",0.183752328291984,0.176452569912029,0.307371363107447,FALSE,FALSE,"Not sig."
"Rbfa","Rbfa",-0.339141999638382,0.0301560410800654,0.0920078189919138,FALSE,FALSE,"Not sig."
"Naa12","Naa12",-0.0940245834733675,0.536838060803532,0.66368542605268,FALSE,FALSE,"Not sig."
"Csnk1a1","Csnk1a1",-0.219919147099441,0.292604532375222,0.437338527486501,FALSE,FALSE,"Not sig."
"Pcyox1l","Pcyox1l",0.0701268736012504,0.835291007164729,0.893644373397454,FALSE,FALSE,"Not sig."
"Grpel2","Grpel2",0.530760903348593,0.0187308814067621,0.065438148879025,FALSE,FALSE,"Not sig."
"Napg","Napg",0.221828577928144,0.128422829373592,0.247035387765708,FALSE,FALSE,"Not sig."
"Txnl1","Txnl1",-1.07480347179597,5.95702879157159e-05,0.000682068926144451,FALSE,TRUE,"Down"
"Nars1","Nars1",-1.16961027575416,3.00715650203974e-06,6.21693689359088e-05,FALSE,TRUE,"Down"
"Fech","Fech",-2.29502525700522,1.74847092688957e-06,4.16329009811951e-05,FALSE,TRUE,"Down"
"Nedd4l","Nedd4l",0.604833253514773,0.000673075328972057,0.00509127323886097,TRUE,FALSE,"Up"
"Lmnb1","Lmnb1",0.0707152230049988,0.841488305561628,0.897792615753517,FALSE,FALSE,"Not sig."
"C330018D20Rik","C330018D20Rik",-1.11122853523315,0.000204855412319208,0.00188885420219966,FALSE,TRUE,"Down"
"Prrc1","Prrc1",0.261645010028711,0.168828299350047,0.298465481581898,FALSE,FALSE,"Not sig."
"Slc12a2","Slc12a2",0.783248661809772,0.0343490233687383,0.100500325076777,FALSE,FALSE,"Not sig."
"Isoc1","Isoc1",-0.174796550412143,0.47180454174028,0.607061949584618,FALSE,FALSE,"Not sig."
"Dctn4","Dctn4",-0.508823888405945,0.00365475686090039,0.0195914326558902,FALSE,TRUE,"Down"
"Rbm22","Rbm22",0.209681474243043,0.130742009943368,0.250013583116312,FALSE,FALSE,"Not sig."
"Rps14","Rps14",-0.764133285675076,7.72772656652148e-05,0.000849126727297987,FALSE,TRUE,"Down"
"Cd74","Cd74",0.413506665250856,0.133820506006898,0.25409495080656,FALSE,FALSE,"Not sig."
"Tcof1","Tcof1",0.959202351896088,0.0290227998953008,0.0894418261017019,FALSE,FALSE,"Not sig."
"Tmx3","Tmx3",-0.161658754270766,0.405570328014832,0.546647569926852,FALSE,FALSE,"Not sig."
"Csf1r","Csf1r",0.20146462214619,0.594346607761461,0.709046067192563,FALSE,FALSE,"Not sig."
"Hmgxb3","Hmgxb3",0.430259648542543,0.00660828298203193,0.0307708137816396,TRUE,FALSE,"Up"
"Gnaq","Gnaq",-0.746548954557033,0.000836588554449003,0.0060474365033298,FALSE,TRUE,"Down"
"Psat1","Psat1",0.281054829151747,0.354025444911892,0.499344195593946,FALSE,FALSE,"Not sig."
"Tle4","Tle4",0.472026735843238,0.00337842456050226,0.01846509138055,TRUE,FALSE,"Up"
"Cndp2","Cndp2",-0.463152967543258,0.0453841270577932,0.12234702694914,FALSE,FALSE,"Not sig."
"Timm21","Timm21",0.337916692058851,0.30820743873816,0.454381478938577,FALSE,FALSE,"Not sig."
"Cyb5a","Cyb5a",-1.18991846009107,3.60276074012344e-05,0.000451208029219651,FALSE,TRUE,"Down"
"Asrgl1","Asrgl1",0.393243192452915,0.154332200002354,0.28017397076652,FALSE,FALSE,"Not sig."
"Anxa1","Anxa1",-0.315115603717465,0.358633783641203,0.503320750914729,FALSE,FALSE,"Not sig."
"Incenp","Incenp",-0.765636268619798,0.00143606782346387,0.00937140671692569,FALSE,TRUE,"Down"
"Fth1","Fth1",-1.24667446535538,5.34248544708447e-06,9.77704361171026e-05,FALSE,TRUE,"Down"
"Rab3il1","Rab3il1",-2.4959894161817,1.22269216312673e-09,2.25640646398197e-07,FALSE,TRUE,"Down"
"Fads3","Fads3",-0.423609641262963,0.310680420702004,0.457298809041978,FALSE,FALSE,"Not sig."
"Fads2","Fads2",-1.30534966871631,5.83618518889122e-06,0.000104775805343914,FALSE,TRUE,"Down"
"Tmem138","Tmem138",-0.218106837145044,0.508484699394096,0.638992038123024,FALSE,FALSE,"Not sig."
"Tmem216","Tmem216",0.461144517454711,0.0329704461978465,0.0978385783663233,FALSE,FALSE,"Not sig."
"Sdhaf2","Sdhaf2",-0.578209810800767,0.000331256440114235,0.00282400615964235,FALSE,TRUE,"Down"
"Cd5","Cd5",0.433803293817825,0.0417593258869671,0.115503147576714,FALSE,FALSE,"Not sig."
"Cd6","Cd6",0.250061447508554,0.326246204694554,0.472701030217291,FALSE,FALSE,"Not sig."
"Ms4a1","Ms4a1",0.39920134784344,0.322172283014807,0.468746664295979,FALSE,FALSE,"Not sig."
"Ms4a4c","Ms4a4c",0.0848966261532553,0.733649024906515,0.81952658123125,FALSE,FALSE,"Not sig."
"Ms4a6b","Ms4a6b",0.184994774996753,0.407987488349204,0.549043966894816,FALSE,FALSE,"Not sig."
"Ms4a4d","Ms4a4d",0.662745666719096,0.299779664640519,0.445568519670008,FALSE,FALSE,"Not sig."
"Ms4a6d","Ms4a6d",-0.762652041116756,0.184457661815525,0.317830454225322,FALSE,FALSE,"Not sig."
"Ms4a2","Ms4a2",0.385396546295826,0.458157692037014,0.594378256732398,FALSE,FALSE,"Not sig."
"Mrpl16","Mrpl16",-0.0352075941709435,0.89319525389685,0.931064624014332,FALSE,FALSE,"Not sig."
"Osbp","Osbp",0.191688930095429,0.179288312591541,0.311144936345077,FALSE,FALSE,"Not sig."
"Fam111a","Fam111a",0.0711766523427656,0.720748356842178,0.810236596794096,FALSE,FALSE,"Not sig."
"Zfp91","Zfp91",-0.648185908519257,0.00633677715870316,0.0297828526459048,FALSE,TRUE,"Down"
"Lpxn","Lpxn",0.134205953201729,0.454285187741328,0.591065300255669,FALSE,FALSE,"Not sig."
"Gna14","Gna14",0.0565339545297639,0.87007987549067,0.916804915018744,FALSE,FALSE,"Not sig."
"Rfk","Rfk",-2.56383071831846,6.38607680657676e-08,3.3671797414173e-06,FALSE,TRUE,"Down"
"Ostf1","Ostf1",-0.196163243384292,0.189016572898981,0.32293655184606,FALSE,FALSE,"Not sig."
"Carnmt1","Carnmt1",-0.297821236366531,0.126530508229277,0.244733561616706,FALSE,FALSE,"Not sig."
"Ms4a8a","Ms4a8a",-1.14455918583436,0.0265894868492896,0.0837949448698482,FALSE,FALSE,"Not sig."
"Ccdc86","Ccdc86",-0.192278353456795,0.548110563616446,0.672712296781577,FALSE,FALSE,"Not sig."
"Prpf19","Prpf19",0.239053494433303,0.14293761332942,0.265490654982294,FALSE,FALSE,"Not sig."
"Tmem132a","Tmem132a",0.350221540156894,0.430315482945248,0.569203014175179,FALSE,FALSE,"Not sig."
"Slc15a3","Slc15a3",0.408659299082804,0.351866422034987,0.49713710089136,FALSE,FALSE,"Not sig."
"Ddb1","Ddb1",-0.460380736376878,0.0221879867383738,0.0737900973254181,FALSE,FALSE,"Not sig."
"Fen1","Fen1",-0.260886831078932,0.232132354715353,0.372939306020095,FALSE,FALSE,"Not sig."
"Tmc1","Tmc1",-0.804233754782107,0.0235251124406118,0.0771371839964578,FALSE,FALSE,"Not sig."
"Zfand5","Zfand5",-0.124308167053462,0.529291129949722,0.656599229198267,FALSE,FALSE,"Not sig."
"Cemip2","Cemip2",0.170304268875447,0.331646507900102,0.477861830248693,FALSE,FALSE,"Not sig."
"Rtn3","Rtn3",-1.01991618185154,2.5941928764482e-05,0.000343613765068238,FALSE,TRUE,"Down"
"Atl3","Atl3",-0.0990001338086059,0.558767965806032,0.681056571862067,FALSE,FALSE,"Not sig."
"Naa40","Naa40",0.528420450882072,0.0232951676502723,0.0765264551945726,FALSE,FALSE,"Not sig."
"Lipo3","Lipo3",0.821296238203755,0.00840265450744137,0.0367531932429006,TRUE,FALSE,"Up"
"Otub1","Otub1",-0.634282401259286,0.00751376666442183,0.0340029779559429,FALSE,TRUE,"Down"
"Cdc42bpg","Cdc42bpg",0.246897893749414,0.279145310694964,0.423322598659952,FALSE,FALSE,"Not sig."
"Ehd1","Ehd1",-0.612179698784115,0.0113515199173614,0.0457504797045178,FALSE,TRUE,"Down"
"Atg2a","Atg2a",0.223613508038139,0.337154902691659,0.482765503637338,FALSE,FALSE,"Not sig."
"Stambpl1","Stambpl1",0.665968453632441,0.000233000879992127,0.00209450432881175,TRUE,FALSE,"Up"
"Ppp2r5b","Ppp2r5b",-1.98335217650054,1.23369086819834e-08,9.98812045485225e-07,FALSE,TRUE,"Down"
"Fas","Fas",0.0874500789228859,0.783044044232458,0.857079782910869,FALSE,FALSE,"Not sig."
"Cdc37l1","Cdc37l1",0.463753615350546,0.0390048364933484,0.110291052986712,FALSE,FALSE,"Not sig."
"Lipa","Lipa",-0.199221268799405,0.52052987190877,0.649058958921219,FALSE,FALSE,"Not sig."
"Ak3","Ak3",-0.34115463828491,0.0656464608776755,0.156545544613061,FALSE,FALSE,"Not sig."
"Rcl1","Rcl1",-0.577618869774368,0.0042823380757585,0.0219881589659139,FALSE,TRUE,"Down"
"Snx15","Snx15",-2.3367103911874,5.6556256400448e-10,1.68134384365343e-07,FALSE,TRUE,"Down"
"Jak2","Jak2",-0.744231266231711,0.000392718010901558,0.00323161856970731,FALSE,TRUE,"Down"
"Sac3d1","Sac3d1",-0.0867493425688139,0.77375828772652,0.850253305838888,FALSE,FALSE,"Not sig."
"Zfpl1","Zfpl1",0.403484436559935,0.119165335512189,0.234797404165571,FALSE,FALSE,"Not sig."
"Tnfrsf25","Tnfrsf25",0.428010322772702,0.278967398739231,0.423257391703375,FALSE,FALSE,"Not sig."
"Kif20b","Kif20b",0.369162284023671,0.054033782877596,0.137214423096642,FALSE,FALSE,"Not sig."
"Vps51","Vps51",0.192674211820706,0.283647531255435,0.428075049370628,FALSE,FALSE,"Not sig."
"Tm7sf2","Tm7sf2",0.366164706424202,0.260608728605709,0.403471456141845,FALSE,FALSE,"Not sig."
"Rpp30","Rpp30",0.510580323828699,0.0828016233144819,0.182968404820115,FALSE,FALSE,"Not sig."
"Pcgf5","Pcgf5",-0.0593321120034224,0.712481137636184,0.803750970531865,FALSE,FALSE,"Not sig."
"Syvn1","Syvn1",0.573505646666364,0.0177365508255263,0.0628390672810644,FALSE,FALSE,"Not sig."
"Tnks2","Tnks2",0.257491853531142,0.0948480033862405,0.200277232793864,FALSE,FALSE,"Not sig."
"Tjp2","Tjp2",-1.15117236721463,0.000122791421676036,0.00123767835390569,FALSE,TRUE,"Down"
"Frmd8","Frmd8",-0.272151583888088,0.102690276856092,0.211186831671788,FALSE,FALSE,"Not sig."
"Uhrf2","Uhrf2",0.333388818899268,0.0301381149255748,0.0919754874029762,FALSE,FALSE,"Not sig."
"Slc25a45","Slc25a45",-0.0257745102515674,0.911907321725375,0.943186968265643,FALSE,FALSE,"Not sig."
"Rad9a","Rad9a",0.0435694737449424,0.841569137859349,0.897802525800984,FALSE,FALSE,"Not sig."
"Dpf2","Dpf2",0.00131350707862417,0.992364447884682,0.994809171212753,FALSE,FALSE,"Not sig."
"Mrpl21","Mrpl21",0.0227303862485226,0.927128113492597,0.952089255009706,FALSE,FALSE,"Not sig."
"Rps6kb2","Rps6kb2",0.114943648958158,0.529249604206687,0.656599229198267,FALSE,FALSE,"Not sig."
"Ighmbp2","Ighmbp2",0.328828149725576,0.149729799830617,0.274300621616702,FALSE,FALSE,"Not sig."
"Pola2","Pola2",0.384411490205653,0.0242167009434881,0.0786886017969529,FALSE,FALSE,"Not sig."
"Coro1b","Coro1b",-0.426170999520825,0.0160677952687218,0.0588027888093293,FALSE,FALSE,"Not sig."
"Eif1ad","Eif1ad",0.156451015369971,0.38059328548681,0.523978622004825,FALSE,FALSE,"Not sig."
"Cabp4","Cabp4",0.71044720963276,0.119696114243977,0.235544384137944,FALSE,FALSE,"Not sig."
"Chka","Chka",0.812667562021214,0.008982610781078,0.0386831786862553,TRUE,FALSE,"Up"
"Banf1","Banf1",0.186175245091407,0.452025033316089,0.589315440778461,FALSE,FALSE,"Not sig."
"Tmem134","Tmem134",-1.01492909662797,7.92135597057701e-07,2.26952274143312e-05,FALSE,TRUE,"Down"
"Aip","Aip",-1.69015445814039,1.29228336214247e-08,1.03292126825005e-06,FALSE,TRUE,"Down"
"Pitpnm1","Pitpnm1",-0.0326758967473781,0.859517338634045,0.909913601733835,FALSE,FALSE,"Not sig."
"Sf3b2","Sf3b2",0.148871923466354,0.458251718191587,0.594438785568144,FALSE,FALSE,"Not sig."
"Pold4","Pold4",0.0062330056607739,0.97970427608284,0.987177530156059,FALSE,FALSE,"Not sig."
"Pacs1","Pacs1",0.0191058451778475,0.881283766399844,0.923372295612561,FALSE,FALSE,"Not sig."
"Cdk2ap2","Cdk2ap2",-0.317320991061327,0.104071490915866,0.213270529579625,FALSE,FALSE,"Not sig."
"Grk2","Grk2",0.261956472259311,0.162381425586747,0.290315502163853,FALSE,FALSE,"Not sig."
"Klc2","Klc2",0.629562774014074,0.0102680822154504,0.0426245993124999,TRUE,FALSE,"Up"
"Pip5k1b","Pip5k1b",-1.08087283048762,0.000370005909850108,0.00309214745025023,FALSE,TRUE,"Down"
"Gm49405","Gm49405",0.467978418652218,0.0895295358773701,0.192579044519218,FALSE,FALSE,"Not sig."
"Rab1b","Rab1b",-0.793345829933892,1.20529665354393e-05,0.000186847786607713,FALSE,TRUE,"Down"
"Doc2g","Doc2g",0.792191812903997,0.0500084144662614,0.130275740544263,FALSE,FALSE,"Not sig."
"Cnih2","Cnih2",0.547218255032943,0.204719682927044,0.341353614277369,FALSE,FALSE,"Not sig."
"Yif1a","Yif1a",-0.0498192961246541,0.886133573584805,0.926596968162297,FALSE,FALSE,"Not sig."
"Zng1","Zng1",0.124089305058535,0.578291372255358,0.696973311335731,FALSE,FALSE,"Not sig."
"Rin1","Rin1",0.262897404414321,0.431531415930513,0.570330462191892,FALSE,FALSE,"Not sig."
"Aldh3b1","Aldh3b1",-0.152039794708471,0.579138343619835,0.697371540586451,FALSE,FALSE,"Not sig."
"Asah2","Asah2",-0.349704484228838,0.165063707587635,0.29356355817988,FALSE,FALSE,"Not sig."
"Rce1","Rce1",0.198747885635196,0.4158077387508,0.556405557004029,FALSE,FALSE,"Not sig."
"Slc29a2","Slc29a2",0.644873893218122,0.0921538724657777,0.196539589662312,FALSE,FALSE,"Not sig."
"Pcx","Pcx",-2.11547165442091,2.14267938314967e-07,8.14802532701371e-06,FALSE,TRUE,"Down"
"Minpp1","Minpp1",-0.474931485665243,0.0303511185569289,0.0924008216329211,FALSE,FALSE,"Not sig."
"Apba1","Apba1",-0.111592949658544,0.766109917780632,0.843917956305227,FALSE,FALSE,"Not sig."
"Papss2","Papss2",-0.160494054814513,0.527712413179365,0.655215501433447,FALSE,FALSE,"Not sig."
"Cpt1a","Cpt1a",0.235629651050663,0.239434424408401,0.380577909043829,FALSE,FALSE,"Not sig."
"Mrpl11","Mrpl11",0.323238339248203,0.246180163712642,0.387780263798652,FALSE,FALSE,"Not sig."
"Tesmin","Tesmin",-0.0990246587281049,0.851204334316816,0.904544262117175,FALSE,FALSE,"Not sig."
"Mus81","Mus81",0.404066108045269,0.0915483870112942,0.195613946637959,FALSE,FALSE,"Not sig."
"Ppp6r3","Ppp6r3",0.0606744921463551,0.693587021960712,0.78881851899447,FALSE,FALSE,"Not sig."
"Efemp2","Efemp2",-0.508341837165103,0.151991952520607,0.277069583408061,FALSE,FALSE,"Not sig."
