"","geneID","Geneid","is_re","mgi_symbol","entrezgene_id","logFC_FucovsCtrl_F","pval_FucovsCtrl_F","padj_FucovsCtrl_F","sig_FucovsCtrl_F","logFC_FucovsCtrl_M","pval_FucovsCtrl_M","padj_FucovsCtrl_M","sig_FucovsCtrl_M"
"13733","Plcb3","ENSMUSG00000024960",FALSE,"Plcb3",18797,-0.481829117857985,0.0839290379283247,0.45367804811333,"Not Sig.",-0.140298370939183,0.603673218831608,0.999990261480144,"Not Sig."
"13734","Plcb4","ENSMUSG00000039943",FALSE,"Plcb4",18798,-0.059451472497292,0.768256994559938,0.946655596921304,"Not Sig.",-0.0121829092215229,0.950107993006554,0.999990261480144,"Not Sig."
"13735","Plcd1","ENSMUSG00000010660",FALSE,"Plcd1",18799,0.240675468216999,0.664829943355882,0.913132151091059,"Not Sig.",0.148253089044946,0.784480543591477,0.999990261480144,"Not Sig."
"13736","Plcd3","ENSMUSG00000020937",FALSE,"Plcd3",72469,-0.00658985612887463,0.981701152512174,0.99950795971891,"Not Sig.",-0.0380115362038672,0.88635375919805,0.999990261480144,"Not Sig."
"13737","Plcd4","ENSMUSG00000026173",FALSE,"Plcd4",18802,-0.07210791077063,0.848128940005707,0.965553150312392,"Not Sig.",0.129336074021021,0.726224887142191,0.999990261480144,"Not Sig."
"13738","Plce1","ENSMUSG00000024998",FALSE,"Plce1",74055,-0.393458532560888,0.0507474186652539,0.370619621824333,"Not Sig.",0.131093501673877,0.499534025502036,0.999990261480144,"Not Sig."
"13739","Plcg1","ENSMUSG00000016933",FALSE,"Plcg1",18803,-0.0650666812542258,0.795805002991926,0.954153213529299,"Not Sig.",-0.233605514705097,0.337202895314379,0.999990261480144,"Not Sig."
"13740","Plcg2","ENSMUSG00000034330",FALSE,"Plcg2",234779,-0.210652584061221,0.398900310781641,0.793540557758507,"Not Sig.",0.18262552481918,0.434144267258131,0.999990261480144,"Not Sig."
"13741","Plch1","ENSMUSG00000036834",FALSE,"Plch1",269437,0.448506134763232,0.0327512277687637,0.308588972118481,"Not Sig.",0.0462899800935966,0.816423043130124,0.999990261480144,"Not Sig."
"13742","Plch2","ENSMUSG00000029055",FALSE,"Plch2",269615,-0.0523358757223387,0.767116601035502,0.945875305207444,"Not Sig.",0.0972510823014135,0.547976213495351,0.999990261480144,"Not Sig."
